CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn,ChurnFlag,AgeDataQualityFlag,TenureDataQualityFlag,AgeGroup,TenureSegment,MonthlyChargeBand,AnnualRevenue,ActualMonthlyRevenueLost,ActualAnnualRevenueLost,CustomerLifecycleStage
492,59,Female,4,71.76,Two-Year,No Internet,287.04,No,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Moderate,861.1200000000001,71.76,861.1200000000001,New
493,45,Male,60,40.68,Month-to-Month,No Internet,2440.8,No,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,Low,488.15999999999997,40.68,488.15999999999997,Loyal
494,36,Female,105,118.25,Month-to-Month,DSL,12416.25,Yes,Yes,1,Expected Range,Expected Range,35-44,73+ Months,Premium,1419.0,118.25,1419.0,Loyal
495,60,Male,24,49.32,Month-to-Month,DSL,1183.68,No,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,Low,591.84,49.32,591.84,Developing
496,50,Female,79,36.05,Two-Year,Fiber Optic,2847.95,Yes,No,0,Expected Range,Expected Range,45-54,73+ Months,Low,432.59999999999997,0.0,0.0,Loyal
497,34,Female,16,83.54,Month-to-Month,No Internet,1336.64,No,Yes,1,Expected Range,Expected Range,25-34,13-24 Months,High,1002.48,83.54,1002.48,Developing
498,43,Female,6,96.5,Month-to-Month,No Internet,579.0,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1158.0,96.5,1158.0,New
499,36,Male,11,32.92,Month-to-Month,Fiber Optic,362.12,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Low,395.04,32.92,395.04,Developing
500,31,Male,18,89.28,Month-to-Month,No Internet,1607.04,No,Yes,1,Expected Range,Expected Range,25-34,13-24 Months,High,1071.3600000000001,89.28,1071.3600000000001,Developing
501,54,Female,1,77.91,Month-to-Month,DSL,77.91,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,934.92,77.91,934.92,New
502,64,Male,19,39.29,One-Year,No Internet,746.51,No,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,Low,471.48,39.29,471.48,Developing
503,31,Male,79,45.53,Month-to-Month,No Internet,3596.87,No,Yes,1,Expected Range,Expected Range,25-34,73+ Months,Low,546.36,45.53,546.36,Loyal
504,50,Male,4,81.12,One-Year,DSL,324.48,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,973.44,81.12,973.44,New
505,38,Female,31,56.67,Month-to-Month,DSL,1756.77,Yes,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Moderate,680.04,56.67,680.04,Established
506,40,Female,47,114.45,Month-to-Month,DSL,5379.150000000001,Yes,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Premium,1373.4,114.45,1373.4,Established
507,39,Male,57,103.69,Two-Year,DSL,5910.33,Yes,Yes,1,Expected Range,Expected Range,35-44,49-72 Months,Premium,1244.28,103.69,1244.28,Loyal
508,36,Male,64,118.52,Month-to-Month,No Internet,7585.28,No,Yes,1,Expected Range,Expected Range,35-44,49-72 Months,Premium,1422.24,118.52,1422.24,Loyal
509,45,Male,14,53.37,Two-Year,Fiber Optic,747.18,Yes,No,0,Expected Range,Expected Range,45-54,13-24 Months,Moderate,640.4399999999999,0.0,0.0,Developing
510,36,Female,75,117.28,One-Year,DSL,8796.0,No,Yes,1,Expected Range,Expected Range,35-44,73+ Months,Premium,1407.3600000000001,117.28,1407.3600000000001,Loyal
511,47,Female,28,68.81,Month-to-Month,Fiber Optic,1926.68,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Moderate,825.72,68.81,825.72,Established
512,44,Male,3,61.28,Two-Year,No Internet,183.84,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Moderate,735.36,61.28,735.36,New
513,42,Male,12,34.53,Month-to-Month,Fiber Optic,414.36,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Low,414.36,34.53,414.36,Developing
514,35,Male,25,34.75,Two-Year,Fiber Optic,868.75,Yes,No,0,Expected Range,Expected Range,35-44,25-48 Months,Low,417.0,0.0,0.0,Established
515,39,Female,5,92.28,Month-to-Month,DSL,461.4,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1107.3600000000001,92.28,1107.3600000000001,New
516,52,Female,20,71.21,Two-Year,No Internet,1424.1999999999998,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Moderate,854.52,71.21,854.52,Developing
517,50,Male,21,50.39,Month-to-Month,No Internet,1058.19,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Moderate,604.6800000000001,50.39,604.6800000000001,Developing
518,35,Male,3,85.26,One-Year,DSL,255.78000000000003,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1023.1200000000001,85.26,1023.1200000000001,New
519,45,Male,16,52.76,One-Year,DSL,844.16,Yes,No,0,Expected Range,Expected Range,45-54,13-24 Months,Moderate,633.12,0.0,0.0,Developing
520,52,Female,29,81.99,Two-Year,DSL,2377.71,Yes,No,0,Expected Range,Expected Range,45-54,25-48 Months,High,983.8799999999999,0.0,0.0,Established
521,28,Male,13,62.33,Two-Year,DSL,810.29,Yes,No,0,Expected Range,Expected Range,25-34,13-24 Months,Moderate,747.96,0.0,0.0,Developing
522,50,Female,0,104.12,Two-Year,Fiber Optic,0.0,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1249.44,104.12,1249.44,New
523,38,Female,0,103.86,Two-Year,No Internet,0.0,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1246.32,103.86,1246.32,New
524,50,Male,8,72.96,Month-to-Month,Fiber Optic,583.68,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Moderate,875.52,72.96,875.52,Developing
525,37,Male,52,61.57,Month-to-Month,No Internet,3201.64,No,Yes,1,Expected Range,Expected Range,35-44,49-72 Months,Moderate,738.84,61.57,738.84,Loyal
526,26,Male,5,62.63,Month-to-Month,Fiber Optic,313.15000000000003,Yes,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Moderate,751.5600000000001,62.63,751.5600000000001,New
527,28,Female,20,102.51,Month-to-Month,No Internet,2050.2000000000003,No,Yes,1,Expected Range,Expected Range,25-34,13-24 Months,Premium,1230.1200000000001,102.51,1230.1200000000001,Developing
528,45,Female,5,59.54,Month-to-Month,No Internet,297.7,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,714.48,59.54,714.48,New
529,47,Female,7,48.82,One-Year,DSL,341.74,Yes,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Low,585.84,48.82,585.84,Developing
530,35,Female,37,37.62,Month-to-Month,Fiber Optic,1391.9399999999998,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Low,451.43999999999994,37.62,451.43999999999994,Established
531,51,Male,26,72.0,One-Year,Fiber Optic,1872.0,Yes,No,0,Expected Range,Expected Range,45-54,25-48 Months,Moderate,864.0,0.0,0.0,Established
532,28,Female,2,73.39,Month-to-Month,DSL,146.78,Yes,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Moderate,880.6800000000001,73.39,880.6800000000001,New
533,44,Female,11,105.68,Month-to-Month,Fiber Optic,1162.48,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Premium,1268.16,105.68,1268.16,Developing
534,32,Male,0,49.91,One-Year,Fiber Optic,0.0,Yes,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Low,598.92,49.91,598.92,New
535,38,Female,13,64.29,One-Year,No Internet,835.7700000000001,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Moderate,771.48,64.29,771.48,Developing
536,45,Female,21,102.76,One-Year,Fiber Optic,2157.96,Yes,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Premium,1233.1200000000001,102.76,1233.1200000000001,Developing
537,36,Female,2,104.13,One-Year,No Internet,208.26,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1249.56,104.13,1249.56,New
538,41,Female,6,64.61,Month-to-Month,Fiber Optic,387.66,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Moderate,775.3199999999999,64.61,775.3199999999999,New
539,55,Female,10,71.32,One-Year,No Internet,713.1999999999999,No,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,Moderate,855.8399999999999,71.32,855.8399999999999,Developing
540,39,Female,50,57.3,Month-to-Month,Fiber Optic,2865.0,Yes,Yes,1,Expected Range,Expected Range,35-44,49-72 Months,Moderate,687.5999999999999,57.3,687.5999999999999,Loyal
541,53,Male,99,113.93,Month-to-Month,No Internet,11279.070000000002,No,Yes,1,Expected Range,Expected Range,45-54,73+ Months,Premium,1367.16,113.93,1367.16,Loyal
542,33,Male,0,40.68,Month-to-Month,Fiber Optic,0.0,Yes,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Low,488.15999999999997,40.68,488.15999999999997,New
543,50,Female,28,114.04,Month-to-Month,Fiber Optic,3193.1200000000003,Yes,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1368.48,114.04,1368.48,Established
544,59,Male,9,91.55,Month-to-Month,Fiber Optic,823.9499999999999,No,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,High,1098.6,91.55,1098.6,Developing
545,20,Male,9,77.84,Two-Year,Fiber Optic,700.5600000000001,No,Yes,1,Expected Range,Expected Range,Under 25,7-12 Months,High,934.08,77.84,934.08,Developing
546,37,Male,28,32.94,Two-Year,DSL,922.32,Yes,No,0,Expected Range,Expected Range,35-44,25-48 Months,Low,395.28,0.0,0.0,Established
547,50,Male,50,72.8,Month-to-Month,DSL,3640.0,Yes,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,Moderate,873.5999999999999,72.8,873.5999999999999,Loyal
548,42,Female,60,66.7,Month-to-Month,DSL,4002.0,Yes,Yes,1,Expected Range,Expected Range,35-44,49-72 Months,Moderate,800.4000000000001,66.7,800.4000000000001,Loyal
549,48,Female,17,44.51,Month-to-Month,No Internet,756.67,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Low,534.12,44.51,534.12,Developing
550,38,Male,8,89.08,Month-to-Month,DSL,712.64,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,High,1068.96,89.08,1068.96,Developing
551,45,Male,30,117.4,Two-Year,DSL,3522.0,Yes,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1408.8000000000002,117.4,1408.8000000000002,Established
552,43,Male,5,80.6,Month-to-Month,No Internet,403.0,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,967.1999999999999,80.6,967.1999999999999,New
553,56,Female,16,94.33,One-Year,Fiber Optic,1509.28,Yes,No,0,Expected Range,Expected Range,55-64,13-24 Months,High,1131.96,0.0,0.0,Developing
554,47,Female,8,36.16,Month-to-Month,Fiber Optic,289.28,Yes,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Low,433.91999999999996,36.16,433.91999999999996,Developing
555,48,Male,21,67.59,Two-Year,DSL,1419.39,Yes,No,0,Expected Range,Expected Range,45-54,13-24 Months,Moderate,811.08,0.0,0.0,Developing
556,40,Female,5,40.47,Month-to-Month,No Internet,202.35,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,485.64,40.47,485.64,New
557,40,Female,4,85.15,One-Year,No Internet,340.6,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1021.8000000000001,85.15,1021.8000000000001,New
558,40,Female,50,114.46,Month-to-Month,No Internet,5723.0,No,Yes,1,Expected Range,Expected Range,35-44,49-72 Months,Premium,1373.52,114.46,1373.52,Loyal
559,48,Female,2,89.56,One-Year,Fiber Optic,179.12,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1074.72,89.56,1074.72,New
560,40,Male,14,36.91,Month-to-Month,No Internet,516.74,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Low,442.91999999999996,36.91,442.91999999999996,Developing
561,47,Female,4,61.92,Month-to-Month,DSL,247.68,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,743.04,61.92,743.04,New
562,65,Male,0,79.56,Two-Year,DSL,0.0,Yes,Yes,1,Expected Range,Expected Range,65+,0-6 Months,High,954.72,79.56,954.72,New
563,53,Female,0,66.29,Two-Year,DSL,0.0,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,795.48,66.29,795.48,New
564,41,Female,3,105.03,Two-Year,Fiber Optic,315.09000000000003,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1260.3600000000001,105.03,1260.3600000000001,New
565,57,Female,40,103.32,One-Year,Fiber Optic,4132.799999999999,Yes,Yes,1,Expected Range,Expected Range,55-64,25-48 Months,Premium,1239.84,103.32,1239.84,Established
566,40,Female,6,85.06,Two-Year,Fiber Optic,510.36,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1020.72,85.06,1020.72,New
567,24,Male,60,63.61,Month-to-Month,DSL,3816.6,No,Yes,1,Expected Range,Expected Range,Under 25,49-72 Months,Moderate,763.3199999999999,63.61,763.3199999999999,Loyal
568,34,Female,17,52.98,Month-to-Month,Fiber Optic,900.66,Yes,Yes,1,Expected Range,Expected Range,25-34,13-24 Months,Moderate,635.76,52.98,635.76,Developing
569,26,Female,11,39.53,Month-to-Month,No Internet,434.83,No,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,Low,474.36,39.53,474.36,Developing
570,41,Female,17,61.94,One-Year,Fiber Optic,1052.98,Yes,No,0,Expected Range,Expected Range,35-44,13-24 Months,Moderate,743.28,0.0,0.0,Developing
571,45,Male,14,67.19,Month-to-Month,No Internet,940.66,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Moderate,806.28,67.19,806.28,Developing
572,61,Male,28,90.82,Month-to-Month,DSL,2542.96,Yes,Yes,1,Expected Range,Expected Range,55-64,25-48 Months,High,1089.84,90.82,1089.84,Established
573,48,Male,6,89.23,One-Year,No Internet,535.38,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1070.76,89.23,1070.76,New
574,42,Female,8,36.31,Two-Year,Fiber Optic,290.48,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Low,435.72,36.31,435.72,Developing
575,53,Female,44,65.57,Month-to-Month,DSL,2885.08,Yes,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Moderate,786.8399999999999,65.57,786.8399999999999,Established
576,22,Male,58,46.36,Month-to-Month,DSL,2688.88,Yes,Yes,1,Expected Range,Expected Range,Under 25,49-72 Months,Low,556.3199999999999,46.36,556.3199999999999,Loyal
577,47,Female,44,44.11,Month-to-Month,Fiber Optic,1940.84,Yes,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Low,529.3199999999999,44.11,529.3199999999999,Established
578,52,Female,10,104.46,Month-to-Month,No Internet,1044.6,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Premium,1253.52,104.46,1253.52,Developing
579,30,Female,30,33.77,Month-to-Month,Fiber Optic,1013.1,No,Yes,1,Expected Range,Expected Range,25-34,25-48 Months,Low,405.24,33.77,405.24,Established
580,56,Female,12,67.73,One-Year,DSL,812.76,Yes,No,0,Expected Range,Expected Range,55-64,7-12 Months,Moderate,812.76,0.0,0.0,Developing
581,48,Female,13,45.14,One-Year,No Internet,586.82,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Low,541.6800000000001,45.14,541.6800000000001,Developing
582,40,Female,4,109.14,One-Year,Fiber Optic,436.56,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1309.68,109.14,1309.68,New
583,51,Male,17,80.13,Month-to-Month,Fiber Optic,1362.21,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,High,961.56,80.13,961.56,Developing
584,67,Female,4,50.82,Two-Year,Fiber Optic,203.28,Yes,Yes,1,Expected Range,Expected Range,65+,0-6 Months,Moderate,609.84,50.82,609.84,New
585,46,Female,8,75.22,Month-to-Month,DSL,601.76,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,High,902.64,75.22,902.64,Developing
586,47,Female,38,95.83,Month-to-Month,Fiber Optic,3641.54,Yes,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,High,1149.96,95.83,1149.96,Established
587,40,Female,4,116.23,Two-Year,Fiber Optic,464.92,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1394.76,116.23,1394.76,New
588,36,Female,1,49.84,Month-to-Month,No Internet,49.84,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,598.08,49.84,598.08,New
589,53,Male,1,109.76,Month-to-Month,Fiber Optic,109.76,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1317.1200000000001,109.76,1317.1200000000001,New
590,36,Male,56,114.09,Two-Year,Fiber Optic,6389.04,No,Yes,1,Expected Range,Expected Range,35-44,49-72 Months,Premium,1369.08,114.09,1369.08,Loyal
591,45,Male,14,112.48,Month-to-Month,Fiber Optic,1574.72,Yes,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Premium,1349.76,112.48,1349.76,Developing
592,40,Male,10,87.19,One-Year,No Internet,871.9,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,High,1046.28,87.19,1046.28,Developing
593,49,Female,33,86.68,Month-to-Month,No Internet,2860.44,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,High,1040.16,86.68,1040.16,Established
594,48,Female,36,66.29,One-Year,Fiber Optic,2386.44,Yes,No,0,Expected Range,Expected Range,45-54,25-48 Months,Moderate,795.48,0.0,0.0,Established
595,55,Male,8,97.72,Month-to-Month,No Internet,781.76,No,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,High,1172.6399999999999,97.72,1172.6399999999999,Developing
596,39,Male,23,77.82,Month-to-Month,Fiber Optic,1789.86,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,High,933.8399999999999,77.82,933.8399999999999,Developing
597,42,Female,29,90.97,One-Year,Fiber Optic,2638.13,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,High,1091.6399999999999,90.97,1091.6399999999999,Established
598,35,Male,21,68.56,Month-to-Month,DSL,1439.76,Yes,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Moderate,822.72,68.56,822.72,Developing
599,40,Female,3,95.83,Month-to-Month,Fiber Optic,287.49,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1149.96,95.83,1149.96,New
600,48,Female,41,104.2,Month-to-Month,DSL,4272.2,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1250.4,104.2,1250.4,Established
601,52,Female,15,43.18,Month-to-Month,No Internet,647.7,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Low,518.16,43.18,518.16,Developing
602,35,Male,6,104.96,Month-to-Month,Fiber Optic,629.76,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1259.52,104.96,1259.52,New
603,53,Male,11,78.63,Month-to-Month,No Internet,864.93,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,High,943.56,78.63,943.56,Developing
604,58,Female,0,106.02,Two-Year,Fiber Optic,0.0,Yes,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Premium,1272.24,106.02,1272.24,New
605,49,Female,2,68.82,Month-to-Month,Fiber Optic,137.64,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,825.8399999999999,68.82,825.8399999999999,New
606,63,Male,29,64.11,Month-to-Month,Fiber Optic,1859.19,Yes,Yes,1,Expected Range,Expected Range,55-64,25-48 Months,Moderate,769.3199999999999,64.11,769.3199999999999,Established
607,37,Female,0,112.36,Month-to-Month,DSL,0.0,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1348.32,112.36,1348.32,New
608,32,Male,10,52.61,Month-to-Month,Fiber Optic,526.1,Yes,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,Moderate,631.3199999999999,52.61,631.3199999999999,Developing
609,27,Female,14,105.98,Two-Year,DSL,1483.72,Yes,Yes,1,Expected Range,Expected Range,25-34,13-24 Months,Premium,1271.76,105.98,1271.76,Developing
610,59,Male,1,73.56,Month-to-Month,Fiber Optic,73.56,Yes,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Moderate,882.72,73.56,882.72,New
611,51,Female,72,76.27,Two-Year,Fiber Optic,5491.44,Yes,No,0,Expected Range,Expected Range,45-54,49-72 Months,High,915.24,0.0,0.0,Loyal
612,44,Male,5,57.76,Month-to-Month,No Internet,288.8,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Moderate,693.12,57.76,693.12,New
613,47,Male,7,81.57,One-Year,DSL,570.99,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,High,978.8399999999999,81.57,978.8399999999999,Developing
614,33,Male,7,59.27,One-Year,DSL,414.89,Yes,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,Moderate,711.24,59.27,711.24,Developing
615,69,Male,5,33.53,Two-Year,Fiber Optic,167.65,Yes,Yes,1,Expected Range,Expected Range,65+,0-6 Months,Low,402.36,33.53,402.36,New
616,46,Female,0,54.48,One-Year,No Internet,0.0,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,653.76,54.48,653.76,New
617,46,Female,26,30.57,One-Year,No Internet,794.82,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Low,366.84000000000003,30.57,366.84000000000003,Established
618,52,Male,68,118.05,Month-to-Month,Fiber Optic,8027.4,Yes,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,Premium,1416.6,118.05,1416.6,Loyal
619,49,Male,5,116.92,Month-to-Month,Fiber Optic,584.6,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1403.04,116.92,1403.04,New
620,47,Female,21,65.56,Two-Year,DSL,1376.76,Yes,No,0,Expected Range,Expected Range,45-54,13-24 Months,Moderate,786.72,0.0,0.0,Developing
621,37,Female,27,95.55,Month-to-Month,No Internet,2579.85,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,High,1146.6,95.55,1146.6,Established
622,49,Female,37,61.12,Month-to-Month,Fiber Optic,2261.44,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Moderate,733.4399999999999,61.12,733.4399999999999,Established
623,63,Male,10,90.4,One-Year,DSL,904.0,Yes,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,High,1084.8000000000002,90.4,1084.8000000000002,Developing
624,58,Male,7,102.49,Month-to-Month,Fiber Optic,717.43,Yes,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,Premium,1229.8799999999999,102.49,1229.8799999999999,Developing
625,60,Female,7,115.21,Two-Year,DSL,806.4699999999999,No,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,Premium,1382.52,115.21,1382.52,Developing
626,39,Male,24,66.02,One-Year,No Internet,1584.48,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Moderate,792.24,66.02,792.24,Developing
627,35,Female,33,100.5,One-Year,DSL,3316.5,Yes,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Premium,1206.0,100.5,1206.0,Established
628,43,Male,4,53.93,Two-Year,Fiber Optic,215.72,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Moderate,647.16,53.93,647.16,New
629,45,Female,9,119.13,Month-to-Month,DSL,1072.17,Yes,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Premium,1429.56,119.13,1429.56,Developing
630,55,Male,46,32.32,Month-to-Month,No Internet,1486.72,No,Yes,1,Expected Range,Expected Range,55-64,25-48 Months,Low,387.84000000000003,32.32,387.84000000000003,Established
631,28,Female,32,84.32,Month-to-Month,No Internet,2698.24,No,Yes,1,Expected Range,Expected Range,25-34,25-48 Months,High,1011.8399999999999,84.32,1011.8399999999999,Established
632,60,Female,83,89.36,Month-to-Month,Fiber Optic,7416.88,Yes,Yes,1,Expected Range,Expected Range,55-64,73+ Months,High,1072.32,89.36,1072.32,Loyal
633,43,Female,28,91.92,One-Year,Fiber Optic,2573.76,Yes,No,0,Expected Range,Expected Range,35-44,25-48 Months,High,1103.04,0.0,0.0,Established
634,40,Male,9,40.83,Two-Year,No Internet,367.47,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Low,489.96,40.83,489.96,Developing
635,34,Female,17,114.47,Month-to-Month,DSL,1945.99,Yes,Yes,1,Expected Range,Expected Range,25-34,13-24 Months,Premium,1373.6399999999999,114.47,1373.6399999999999,Developing
636,28,Female,21,46.31,Month-to-Month,Fiber Optic,972.51,Yes,Yes,1,Expected Range,Expected Range,25-34,13-24 Months,Low,555.72,46.31,555.72,Developing
637,53,Female,1,86.05,Two-Year,DSL,86.05,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1032.6,86.05,1032.6,New
638,45,Female,15,50.04,Month-to-Month,No Internet,750.6,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Moderate,600.48,50.04,600.48,Developing
639,32,Female,24,57.65,Month-to-Month,Fiber Optic,1383.6,No,Yes,1,Expected Range,Expected Range,25-34,13-24 Months,Moderate,691.8,57.65,691.8,Developing
640,32,Female,3,79.18,Month-to-Month,No Internet,237.54,No,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,High,950.1600000000001,79.18,950.1600000000001,New
641,41,Male,30,67.55,Two-Year,Fiber Optic,2026.5,Yes,No,0,Expected Range,Expected Range,35-44,25-48 Months,Moderate,810.5999999999999,0.0,0.0,Established
642,61,Female,17,44.42,One-Year,DSL,755.14,No,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,Low,533.04,44.42,533.04,Developing
643,42,Female,60,45.38,One-Year,DSL,2722.8,Yes,No,0,Expected Range,Expected Range,35-44,49-72 Months,Low,544.5600000000001,0.0,0.0,Loyal
644,29,Male,0,67.63,Two-Year,DSL,0.0,Yes,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Moderate,811.56,67.63,811.56,New
645,42,Male,6,98.16,Month-to-Month,Fiber Optic,588.96,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1177.92,98.16,1177.92,New
646,42,Male,18,110.82,Month-to-Month,DSL,1994.76,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Premium,1329.84,110.82,1329.84,Developing
647,18,Female,7,37.57,Two-Year,DSL,262.99,Yes,Yes,1,Expected Range,Expected Range,Under 25,7-12 Months,Low,450.84000000000003,37.57,450.84000000000003,Developing
648,44,Female,25,65.38,Month-to-Month,No Internet,1634.5,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Moderate,784.56,65.38,784.56,Established
649,42,Female,28,39.02,One-Year,No Internet,1092.5600000000002,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Low,468.24,39.02,468.24,Established
650,51,Female,2,31.49,Two-Year,Fiber Optic,62.98,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,377.88,31.49,377.88,New
651,63,Male,14,89.55,One-Year,Fiber Optic,1253.7,Yes,No,0,Expected Range,Expected Range,55-64,13-24 Months,High,1074.6,0.0,0.0,Developing
652,56,Male,14,84.22,One-Year,DSL,1179.08,Yes,No,0,Expected Range,Expected Range,55-64,13-24 Months,High,1010.64,0.0,0.0,Developing
653,42,Male,9,44.67,Two-Year,Fiber Optic,402.03,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Low,536.04,44.67,536.04,Developing
654,33,Male,54,51.04,Two-Year,No Internet,2756.16,No,Yes,1,Expected Range,Expected Range,25-34,49-72 Months,Moderate,612.48,51.04,612.48,Loyal
